Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,lag_demand_1,lag_demand_7,lag_demand_30,rolling_mean_7,rolling_mean_30,seasonal_index,expected_promo_uplift,price_elasticity,stock_cover_days,inventory_turnover,lead_time_demand
2023-12-04,S005,P0008,Groceries,West,115,115,74,108.79,93.41,20,Rainy,0,95.63,Spring,55.0,180.0,19.0,86.42857142857143,125.6,0.9953244926435111,0.0,-14.055010426860052,1.329040779263662,0.9991311902693311,605.0
2023-12-05,S005,P0008,Clothing,East,126,67,86,59.4,10.96,10,Rainy,1,7.0,Spring,115.0,152.0,154.0,74.28571428571429,122.7,0.9953244926435111,0.0,-14.055010426860052,1.6938736316497023,0.5313243457573354,520.0
2023-12-06,S005,P0008,Groceries,East,455,451,23,470.23,44.5,15,Snowy,0,45.02,Spring,67.0,26.0,401.0,135.0,124.36666666666666,0.9953244926435111,0.0,-14.055010426860052,3.3678756476683938,0.990990990990991,945.0
2023-12-07,S005,P0008,Clothing,East,249,131,182,126.14,77.24,15,Rainy,0,77.41,Summer,451.0,78.0,53.0,142.57142857142858,126.96666666666667,0.9924041127832443,0.0,-14.055010426860052,1.7452688495043556,0.5258932155760738,998.0000000000001
2023-12-08,S005,P0008,Toys,East,410,239,69,232.04,22.79,15,Sunny,1,20.76,Summer,131.0,78.0,103.0,165.57142857142858,131.5,0.9924041127832443,0.0,-14.055010426860052,2.474777959817194,0.5827846866617897,1159.0
2023-12-09,S005,P0008,Electronics,South,419,383,164,392.23,87.89,10,Snowy,1,90.02,Spring,239.0,101.0,115.0,205.85714285714286,140.43333333333334,0.9953244926435111,0.0,-14.055010426860052,2.0344038288132067,0.9138630398472918,1441.0
2023-12-10,S005,P0008,Groceries,North,59,43,107,40.83,54.12,0,Rainy,1,57.83,Summer,383.0,55.0,257.0,204.14285714285714,133.3,0.9924041127832443,0.0,-14.055010426860052,0.28887179128488494,0.727580372250423,1429.0
2023-12-11,S005,P0008,Clothing,East,325,164,154,159.81,78.06,10,Rainy,1,73.79,Autumn,43.0,115.0,24.0,211.14285714285714,137.96666666666667,1.0096550398328077,0.0,-14.055010426860052,1.538513559207412,0.5044601661027376,1478.0
2023-12-12,S005,P0008,Electronics,East,333,294,180,284.18,73.14,5,Snowy,0,71.95,Winter,164.0,67.0,66.0,243.57142857142858,145.56666666666666,1.0026814243408946,0.0,-14.055010426860052,1.3665943600867678,0.8826178324827378,1705.0
2023-12-13,S005,P0008,Groceries,East,277,226,104,230.48,30.47,0,Rainy,0,29.41,Autumn,294.0,451.0,5.0,211.42857142857142,152.93333333333334,1.0096550398328077,0.0,-14.055010426860052,1.3095157695684474,0.8155900396968603,1480.0
2023-12-14,S005,P0008,Furniture,North,268,86,52,101.34,37.64,10,Sunny,0,35.68,Winter,226.0,131.0,211.0,205.0,148.76666666666668,1.0026814243408946,0.0,-14.055010426860052,1.3066796684544124,0.3207758299142111,1435.0
2023-12-15,S005,P0008,Furniture,South,156,134,60,134.91,92.04,20,Sunny,1,95.32,Winter,86.0,239.0,61.0,190.0,151.2,1.0026814243408946,0.0,-14.055010426860052,0.8206207259337192,0.8584240871236387,1330.0
2023-12-16,S005,P0008,Electronics,East,355,184,134,194.18,53.12,0,Rainy,1,56.49,Autumn,134.0,383.0,97.0,161.57142857142858,154.1,1.0096550398328077,0.0,-14.055010426860052,2.195811610850932,0.5181638974936638,1131.0
2023-12-17,S005,P0008,Furniture,East,127,35,185,29.48,74.5,5,Sunny,1,77.01,Winter,184.0,43.0,30.0,160.42857142857142,154.26666666666668,1.0026814243408946,0.0,-14.055010426860052,0.791136424312539,0.2753737214791503,1123.0
2023-12-18,S005,P0008,Electronics,North,331,145,150,139.1,32.59,10,Cloudy,1,28.89,Autumn,35.0,164.0,52.0,157.71428571428572,157.36666666666667,1.0096550398328077,0.0,-14.055010426860052,2.097402009595365,0.4379341588643914,1104.0
2023-12-19,S005,P0008,Clothing,East,145,77,181,77.0,21.99,10,Snowy,0,20.73,Winter,145.0,294.0,143.0,126.71428571428571,155.16666666666666,1.0026814243408946,0.0,-14.055010426860052,1.1434043032556045,0.5306685044796692,887.0
2023-12-20,S005,P0008,Toys,West,383,23,70,41.3,96.92,10,Snowy,0,94.76,Summer,77.0,226.0,268.0,97.71428571428571,147.0,0.9924041127832443,0.0,-14.055010426860052,3.9155834672119183,0.06003654398329417,684.0
2023-12-21,S005,P0008,Clothing,South,94,22,118,41.15,92.77,0,Sunny,0,88.57,Autumn,23.0,86.0,347.0,88.57142857142857,136.16666666666666,1.0096550398328077,0.0,-14.055010426860052,1.060093442887063,0.23379383634431458,620.0
2023-12-22,S005,P0008,Clothing,East,280,47,145,38.3,80.36,20,Sunny,0,78.97,Autumn,22.0,134.0,106.0,76.14285714285714,134.2,1.0096550398328077,0.0,-14.055010426860052,3.672475173318344,0.16779721528025704,533.0
2023-12-23,S005,P0008,Electronics,North,60,60,52,59.49,73.79,10,Cloudy,1,70.39,Summer,47.0,184.0,127.0,58.42857142857143,131.96666666666667,0.9924041127832443,0.0,-14.055010426860052,1.0251403465950695,0.9983361064891847,409.0
2023-12-24,S005,P0008,Furniture,West,424,292,177,282.35,43.66,5,Rainy,1,42.76,Autumn,60.0,35.0,78.0,95.14285714285714,139.1,1.0096550398328077,0.0,-14.055010426860052,4.451777411129444,0.6885168592313133,666.0
2023-12-25,S005,P0008,Toys,South,194,2,146,10.53,84.04,0,Rainy,1,83.0,Spring,292.0,145.0,280.0,74.71428571428571,129.83333333333334,0.9953244926435111,0.0,-14.055010426860052,2.5930876455986254,0.010303967027305513,523.0
2023-12-26,S005,P0008,Clothing,North,58,43,146,54.11,82.41,20,Snowy,1,80.25,Autumn,2.0,77.0,5.0,69.85714285714286,131.1,1.0096550398328077,0.0,-14.055010426860052,0.829079027976312,0.7401032702237521,489.0
2023-12-27,S005,P0008,Electronics,West,489,242,162,260.16,46.37,10,Cloudy,1,41.47,Autumn,43.0,23.0,180.0,101.14285714285714,133.16666666666666,1.0096550398328077,0.0,-14.055010426860052,4.82997036827995,0.49478634226129625,708.0
2023-12-28,S005,P0008,Electronics,South,234,222,85,215.21,82.18,5,Cloudy,0,78.98,Summer,242.0,22.0,152.0,129.71428571428572,135.5,0.9924041127832443,0.0,-14.055010426860052,1.8025751072961373,0.9483126868859462,908.0
2023-12-29,S005,P0008,Furniture,West,379,126,164,119.65,33.59,15,Rainy,1,30.53,Summer,222.0,47.0,26.0,141.0,138.83333333333334,0.9924041127832443,0.0,-14.055010426860052,2.686038270729979,0.33236613030862566,987.0
2023-12-30,S005,P0008,Groceries,West,320,222,165,233.62,86.77,0,Snowy,0,81.87,Spring,126.0,60.0,78.0,164.14285714285714,143.63333333333333,0.9953244926435111,0.0,-14.055010426860052,1.9483343480908064,0.6935332708528584,1149.0
2023-12-31,S005,P0008,Clothing,West,251,8,172,6.06,52.11,15,Sunny,1,54.03,Spring,222.0,292.0,78.0,123.57142857142857,141.3,0.9953244926435111,0.0,-14.055010426860052,2.0295714450733513,0.03185981680605337,865.0
2024-01-01,S005,P0008,Electronics,West,409,292,49,287.34,63.42,5,Cloudy,0,60.55,Winter,8.0,2.0,101.0,165.0,147.66666666666666,1.0026814243408946,0.0,-14.055010426860052,2.4772864930345246,0.7137619164018577,1155.0
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,5,Snowy,0,85.45,Spring,0.0,0.0,0.0,0.0,0.0,0.9953244926435111,0.0,-0.7483999225238834,0.0,0.5326743547501374,0.0
2022-01-02,S005,P0009,Electronics,West,119,90,76,99.63,78.08,10,Sunny,0,73.69,Winter,97.0,0.0,0.0,0.0,0.0,1.0026814243408946,0.0,-0.7483999225238834,0.0,0.7556675062972292,0.0
2022-01-03,S005,P0009,Electronics,West,398,349,98,350.47,52.72,10,Sunny,0,55.74,Winter,90.0,0.0,0.0,0.0,0.0,1.0026814243408946,0.0,-0.7483999225238834,0.0,0.8766641547349912,0.0
2022-01-04,S005,P0009,Groceries,West,194,27,43,26.91,36.53,15,Snowy,1,35.63,Spring,349.0,0.0,0.0,0.0,0.0,0.9953244926435111,0.0,-0.7483999225238834,0.0,0.1391035548686244,0.0
2022-01-05,S005,P0009,Clothing,West,149,16,23,34.95,59.13,10,Rainy,0,59.09,Summer,27.0,0.0,0.0,0.0,0.0,0.9924041127832443,0.0,-0.7483999225238834,0.0,0.10731052984574112,0.0
2022-01-06,S005,P0009,Toys,South,87,70,44,81.01,46.58,0,Sunny,1,43.42,Autumn,16.0,0.0,0.0,0.0,0.0,1.0096550398328077,0.0,-0.7483999225238834,0.0,0.8036739380022963,0.0
2022-01-07,S005,P0009,Furniture,West,213,182,122,176.48,25.51,0,Cloudy,1,24.02,Autumn,70.0,0.0,0.0,118.71428571428571,0.0,1.0096550398328077,0.0,-0.7483999225238834,1.7927137188890228,0.8540591271703426,831.0
2022-01-08,S005,P0009,Toys,East,489,147,81,141.76,21.5,5,Sunny,1,18.34,Spring,182.0,97.0,0.0,125.85714285714286,0.0,0.9953244926435111,0.0,-0.7483999225238834,3.88227288193263,0.3005520343488039,881.0
2022-01-09,S005,P0009,Toys,South,249,207,176,199.24,88.92,15,Snowy,0,87.53,Spring,147.0,90.0,0.0,142.57142857142858,0.0,0.9953244926435111,0.0,-0.7483999225238834,1.7452688495043556,0.8309915696507427,998.0000000000001
2022-01-10,S005,P0009,Groceries,North,420,177,62,181.88,70.69,5,Rainy,1,73.15,Summer,207.0,349.0,0.0,118.0,0.0,0.9924041127832443,0.0,-0.7483999225238834,3.556308213378493,0.4213282551773387,826.0
2022-01-11,S005,P0009,Toys,West,278,168,141,178.08,24.63,20,Rainy,1,27.39,Autumn,177.0,27.0,0.0,138.14285714285714,0.0,1.0096550398328077,0.0,-0.7483999225238834,2.0109538079983467,0.6040992448759439,967.0
2022-01-12,S005,P0009,Electronics,North,183,162,127,158.96,74.48,15,Cloudy,1,69.69,Summer,168.0,16.0,0.0,159.0,0.0,0.9924041127832443,0.0,-0.7483999225238834,1.1502199874292898,0.8847624249044238,1113.0
2022-01-13,S005,P0009,Furniture,West,455,319,33,338.27,80.33,10,Sunny,0,83.29,Spring,162.0,70.0,0.0,194.57142857142858,0.0,0.9953244926435111,0.0,-0.7483999225238834,2.337271593160637,0.7009448472863107,1362.0
2022-01-14,S005,P0009,Electronics,South,362,165,41,176.22,70.11,20,Rainy,0,74.55,Winter,319.0,182.0,0.0,192.14285714285714,0.0,1.0026814243408946,0.0,-0.7483999225238834,1.8830348517500186,0.4556752278376139,1345.0
2022-01-15,S005,P0009,Groceries,North,359,11,67,30.59,94.85,15,Cloudy,0,95.78,Summer,165.0,147.0,0.0,172.71428571428572,0.0,0.9924041127832443,0.0,-0.7483999225238834,2.0773745556749605,0.03063213589529379,1209.0
2022-01-16,S005,P0009,Furniture,North,358,214,168,226.48,75.34,20,Snowy,1,74.16,Spring,11.0,207.0,0.0,173.71428571428572,0.0,0.9953244926435111,0.0,-0.7483999225238834,2.059669598093203,0.597598436191008,1216.0
2022-01-17,S005,P0009,Electronics,West,55,15,188,20.17,29.72,15,Sunny,0,32.16,Summer,214.0,177.0,0.0,150.57142857142858,0.0,0.9924041127832443,0.0,-0.7483999225238834,0.36503271072342847,0.27223230490018147,1054.0
2022-01-18,S005,P0009,Furniture,East,302,173,180,165.65,69.58,15,Sunny,1,73.31,Autumn,15.0,168.0,0.0,151.28571428571428,0.0,1.0096550398328077,0.0,-0.7483999225238834,1.9949042181749554,0.5726580602449519,1059.0
2022-01-19,S005,P0009,Electronics,South,165,87,113,99.3,99.12,10,Rainy,0,94.95,Summer,173.0,162.0,0.0,140.57142857142858,0.0,0.9924041127832443,0.0,-0.7483999225238834,1.1729460749466842,0.526953361599031,984.0000000000001
2022-01-20,S005,P0009,Clothing,West,85,37,69,27.24,36.12,15,Rainy,0,31.7,Winter,87.0,319.0,0.0,100.28571428571429,0.0,1.0026814243408946,0.0,-0.7483999225238834,0.8467340259000996,0.4347826086956522,702.0
2022-01-21,S005,P0009,Electronics,North,54,19,67,31.27,87.61,10,Snowy,0,87.66,Winter,37.0,165.0,0.0,79.42857142857143,0.0,1.0026814243408946,0.0,-0.7483999225238834,0.6790012574097359,0.3512014787430684,556.0
2022-01-22,S005,P0009,Electronics,East,402,373,122,383.66,61.88,10,Cloudy,1,58.67,Winter,19.0,11.0,0.0,131.14285714285714,0.0,1.0026814243408946,0.0,-0.7483999225238834,3.063023838032002,0.9276299428002984,918.0
2022-01-23,S005,P0009,Toys,East,105,103,196,122.51,53.0,10,Sunny,0,56.84,Autumn,373.0,214.0,0.0,115.28571428571429,0.0,1.0096550398328077,0.0,-0.7483999225238834,0.9099913334158722,0.9800190294957184,807.0
2022-01-24,S005,P0009,Electronics,North,495,208,91,207.91,97.3,10,Snowy,1,93.95,Winter,103.0,15.0,0.0,142.85714285714286,0.0,1.0026814243408946,0.0,-0.7483999225238834,3.4625761966623365,0.4201171480508988,1000.0
2022-01-25,S005,P0009,Groceries,North,489,294,137,302.1,85.47,5,Cloudy,0,83.93,Winter,208.0,173.0,0.0,160.14285714285714,0.0,1.0026814243408946,0.0,-0.7483999225238834,3.051618079700455,0.6011040686976078,1121.0
2022-01-26,S005,P0009,Toys,East,196,131,108,149.56,50.12,10,Snowy,0,50.48,Autumn,294.0,87.0,0.0,166.42857142857142,0.0,1.0096550398328077,0.0,-0.7483999225238834,1.1769752080295104,0.6680265170831209,1165.0
2022-01-27,S005,P0009,Electronics,West,71,29,21,35.33,62.06,20,Cloudy,1,64.9,Spring,131.0,37.0,0.0,165.28571428571428,0.0,0.9953244926435111,0.0,-0.7483999225238834,0.4292994730932021,0.40787623066104084,1157.0
2022-01-28,S005,P0009,Clothing,West,252,56,199,61.21,36.71,20,Sunny,1,40.55,Winter,29.0,19.0,0.0,170.57142857142858,0.0,1.0026814243408946,0.0,-0.7483999225238834,1.4765213024190174,0.22213407378024594,1194.0
2022-01-29,S005,P0009,Toys,North,419,20,38,35.89,17.72,0,Rainy,1,17.04,Winter,56.0,373.0,0.0,120.14285714285714,0.0,1.0026814243408946,0.0,-0.7483999225238834,3.4846144707140314,0.047721307563827246,841.0
2022-01-30,S005,P0009,Clothing,East,140,57,157,67.74,87.1,0,Rainy,0,89.24,Summer,20.0,103.0,0.0,113.57142857142857,133.43333333333334,0.9924041127832443,0.0,-0.7483999225238834,1.2316199572703281,0.4068522483940043,795.0
2022-01-31,S005,P0009,Groceries,North,226,1,161,-8.87,85.69,0,Rainy,0,87.72,Spring,57.0,208.0,97.0,84.0,130.23333333333332,0.9953244926435111,0.0,-0.7483999225238834,2.6872770511296076,0.004422821760283061,588.0
2022-02-01,S005,P0009,Furniture,North,432,118,134,122.35,40.16,15,Sunny,1,43.64,Summer,1.0,294.0,90.0,58.857142857142854,131.16666666666666,0.9924041127832443,0.0,-0.7483999225238834,7.327356433244487,0.27308493404304557,412.0
2022-02-02,S005,P0009,Electronics,South,102,52,34,50.83,74.01,15,Snowy,0,76.59,Winter,118.0,131.0,349.0,47.57142857142857,121.26666666666667,1.0026814243408946,0.0,-0.7483999225238834,2.139646388972131,0.5093046033300686,333.0
2022-02-03,S005,P0009,Furniture,North,408,310,27,316.05,16.44,20,Snowy,0,11.53,Spring,52.0,29.0,27.0,87.71428571428571,130.7,0.9953244926435111,0.0,-0.7483999225238834,4.646168862859932,0.7596177407498161,614.0
2022-02-04,S005,P0009,Toys,North,86,77,71,86.15,11.01,0,Rainy,0,11.23,Winter,310.0,56.0,16.0,90.71428571428571,132.73333333333332,1.0026814243408946,0.0,-0.7483999225238834,0.946987572754444,0.894308943089431,635.0
2022-02-05,S005,P0009,Furniture,South,488,130,174,128.12,20.97,15,Cloudy,1,20.82,Spring,77.0,20.0,70.0,106.42857142857143,134.73333333333332,0.9953244926435111,0.0,-0.7483999225238834,4.580930669169907,0.266338864986683,745.0
2022-02-06,S005,P0009,Toys,South,261,214,185,220.81,91.73,20,Rainy,0,95.21,Summer,130.0,57.0,182.0,128.85714285714286,135.8,0.9924041127832443,0.0,-0.7483999225238834,2.0239282153539384,0.8196093450785139,902.0
2022-02-07,S005,P0009,Groceries,South,363,281,157,281.41,11.81,5,Snowy,0,8.19,Winter,214.0,1.0,147.0,168.85714285714286,140.26666666666668,1.0026814243408946,0.0,-0.7483999225238834,2.1484738310645133,0.7738914899476728,1182.0
2022-02-08,S005,P0009,Groceries,West,220,212,106,231.22,24.95,15,Sunny,0,20.25,Winter,281.0,118.0,207.0,182.28571428571428,140.43333333333334,1.0026814243408946,0.0,-0.7483999225238834,1.2062348241560275,0.9631985461154021,1276.0
2022-02-09,S005,P0009,Toys,West,142,38,34,40.26,17.32,5,Cloudy,1,18.34,Autumn,212.0,52.0,177.0,180.28571428571428,135.8,1.0096550398328077,0.0,-0.7483999225238834,0.7872020274015998,0.2674173117522871,1262.0
2022-02-10,S005,P0009,Groceries,East,449,394,74,391.21,98.29,0,Rainy,0,99.93,Summer,38.0,310.0,168.0,192.28571428571428,143.33333333333334,0.9924041127832443,0.0,-0.7483999225238834,2.333853122447464,0.8773101759073703,1346.0
2022-02-11,S005,P0009,Toys,South,426,177,160,181.52,77.22,20,Sunny,1,81.97,Autumn,394.0,77.0,162.0,206.57142857142858,143.83333333333334,1.0096550398328077,0.0,-0.7483999225238834,2.0612428285062556,0.4153954470781506,1446.0
2022-02-12,S005,P0009,Clothing,South,289,29,60,38.55,10.24,20,Rainy,1,6.21,Autumn,177.0,130.0,319.0,192.14285714285714,134.16666666666666,1.0096550398328077,0.0,-0.7483999225238834,1.5033068291595453,0.10031131096506399,1345.0
2022-02-13,S005,P0009,Toys,East,317,126,117,145.06,66.31,0,Sunny,0,67.45,Winter,29.0,214.0,165.0,179.57142857142858,132.86666666666667,1.0026814243408946,0.0,-0.7483999225238834,1.7643317166255863,0.3973509933774834,1257.0
2022-02-14,S005,P0009,Toys,East,482,235,77,251.11,95.94,10,Sunny,1,91.9,Summer,126.0,281.0,11.0,173.0,140.33333333333334,0.9924041127832443,0.0,-0.7483999225238834,2.784517619872906,0.4874507363617506,1211.0
2022-02-15,S005,P0009,Toys,North,386,98,154,112.18,88.43,0,Sunny,1,92.81,Autumn,235.0,212.0,214.0,156.71428571428572,136.46666666666667,1.0096550398328077,0.0,-0.7483999225238834,2.4615104309009745,0.2538202538202538,1097.0
2022-02-16,S005,P0009,Clothing,West,469,389,47,406.4,29.82,15,Cloudy,0,28.53,Autumn,98.0,38.0,15.0,206.85714285714286,148.93333333333334,1.0096550398328077,0.0,-0.7483999225238834,2.2661696693587356,0.8292474952035813,1448.0
2022-02-17,S005,P0009,Furniture,South,478,298,154,298.76,38.16,5,Sunny,0,34.63,Summer,389.0,394.0,173.0,193.14285714285714,153.1,0.9924041127832443,0.0,-0.7483999225238834,2.473571375766985,0.623300564735411,1352.0
2022-02-18,S005,P0009,Clothing,East,420,390,81,395.67,72.9,0,Sunny,1,75.39,Spring,298.0,177.0,87.0,223.57142857142858,163.2,0.9953244926435111,0.0,-0.7483999225238834,1.8777543590726191,0.9283503927636276,1565.0
2022-02-19,S005,P0009,Furniture,North,395,248,22,239.5,12.37,20,Snowy,1,16.79,Autumn,390.0,29.0,37.0,254.85714285714286,170.23333333333332,1.0096550398328077,0.0,-0.7483999225238834,1.5492799910349078,0.6276891926094659,1784.0
2022-02-20,S005,P0009,Groceries,South,415,208,195,204.05,83.17,15,Rainy,0,86.68,Summer,248.0,126.0,19.0,266.57142857142856,176.53333333333333,0.9924041127832443,0.0,-0.7483999225238834,1.5562222103176728,0.5010840761262346,1866.0
2022-02-21,S005,P0009,Groceries,North,305,118,56,130.75,31.57,20,Cloudy,0,33.32,Autumn,208.0,235.0,373.0,249.85714285714286,168.03333333333333,1.0096550398328077,0.0,-0.7483999225238834,1.2202091787163514,0.38675843985578495,1749.0
2022-02-22,S005,P0009,Groceries,North,402,32,100,33.09,91.52,10,Sunny,1,89.21,Autumn,118.0,98.0,103.0,240.42857142857142,165.66666666666666,1.0096550398328077,0.0,-0.7483999225238834,1.6713191186078282,0.0795821934842079,1683.0
2022-02-23,S005,P0009,Furniture,West,433,63,170,66.25,54.07,0,Cloudy,1,50.34,Autumn,32.0,389.0,208.0,193.85714285714286,160.83333333333334,1.0096550398328077,0.0,-0.7483999225238834,2.232451940782205,0.1454629415839298,1357.0
2022-02-24,S005,P0009,Groceries,West,127,126,40,134.04,91.25,15,Cloudy,1,86.64,Winter,63.0,298.0,294.0,169.28571428571428,155.23333333333332,1.0026814243408946,0.0,-0.7483999225238834,0.7497680694948132,0.9913453973249411,1185.0
2022-02-25,S005,P0009,Groceries,West,67,43,26,43.48,46.29,15,Snowy,1,50.4,Spring,126.0,390.0,131.0,119.71428571428571,152.3,0.9953244926435111,0.0,-0.7483999225238834,0.5591987599856922,0.6408345752608048,838.0
2022-02-26,S005,P0009,Clothing,South,410,379,38,396.28,39.33,15,Snowy,0,38.21,Spring,43.0,248.0,29.0,138.42857142857142,163.96666666666667,0.9953244926435111,0.0,-0.7483999225238834,2.959678251005466,0.9241648378444282,968.9999999999999
2022-02-27,S005,P0009,Groceries,North,417,396,110,398.58,17.08,5,Rainy,1,12.47,Summer,379.0,208.0,56.0,165.28571428571428,175.3,0.9924041127832443,0.0,-0.7483999225238834,2.52137859549106,0.9494126108846799,1157.0
2022-02-28,S005,P0009,Electronics,West,459,366,185,385.97,78.39,0,Snowy,0,77.96,Spring,396.0,118.0,20.0,200.71428571428572,186.83333333333334,0.9953244926435111,0.0,-0.7483999225238834,2.285693960304475,0.797211936397299,1405.0
2022-03-01,S005,P0009,Groceries,North,127,69,107,69.26,49.02,15,Cloudy,1,45.84,Spring,366.0,32.0,57.0,206.0,187.23333333333332,0.9953244926435111,0.0,-0.7483999225238834,0.616205725376031,0.5428796223446105,1442.0
2022-03-02,S005,P0009,Furniture,East,351,257,143,274.24,14.61,5,Cloudy,0,15.91,Summer,69.0,63.0,1.0,233.71428571428572,195.76666666666668,0.9924041127832443,0.0,-0.7483999225238834,1.5011914217633042,0.7319851894047279,1636.0
2022-03-03,S005,P0009,Groceries,South,368,235,182,253.22,95.48,20,Snowy,0,93.55,Summer,257.0,126.0,118.0,249.28571428571428,199.66666666666666,0.9924041127832443,0.0,-0.7483999225238834,1.4756258234519104,0.6384134745992937,1745.0
2022-03-04,S005,P0009,Electronics,West,100,20,153,22.09,74.24,10,Cloudy,0,77.41,Spring,235.0,43.0,52.0,246.0,198.6,0.9953244926435111,0.0,-0.7483999225238834,0.4063388866314506,0.1998001998001998,1722.0
2022-03-05,S005,P0009,Groceries,East,467,208,94,215.83,17.37,0,Snowy,0,12.6,Autumn,20.0,379.0,310.0,221.57142857142858,195.2,1.0096550398328077,0.0,-0.7483999225238834,2.106721660114713,0.44530079212160134,1551.0
2022-03-06,S005,P0009,Groceries,South,300,7,103,0.41,28.86,15,Sunny,0,27.37,Summer,208.0,396.0,77.0,166.0,192.86666666666667,0.9924041127832443,0.0,-0.7483999225238834,1.8061408789885611,0.023325558147284237,1162.0
2022-03-07,S005,P0009,Clothing,East,153,32,26,47.87,84.61,10,Rainy,0,83.58,Winter,7.0,366.0,130.0,118.28571428571429,189.6,1.0026814243408946,0.0,-0.7483999225238834,1.2923856642934717,0.20901371652514697,828.0
2022-03-08,S005,P0009,Furniture,North,348,214,162,215.03,25.28,20,Rainy,0,22.47,Winter,32.0,69.0,214.0,139.0,189.6,1.0026814243408946,0.0,-0.7483999225238834,2.5017972681524085,0.6147658718758977,973.0
2022-03-09,S005,P0009,Groceries,West,368,179,68,177.62,33.36,5,Sunny,1,31.13,Spring,214.0,257.0,281.0,127.85714285714286,186.2,0.9953244926435111,0.0,-0.7483999225238834,2.8759629340180863,0.4862809019288237,895.0
2022-03-10,S005,P0009,Clothing,East,245,98,51,104.09,93.47,20,Cloudy,0,90.21,Winter,179.0,235.0,212.0,108.28571428571429,182.4,1.0026814243408946,0.0,-0.7483999225238834,2.2604454988796627,0.3998368013055896,758.0
2022-03-11,S005,P0009,Furniture,East,495,270,160,269.95,87.75,15,Cloudy,1,84.54,Winter,98.0,20.0,38.0,144.0,190.13333333333333,1.0026814243408946,0.0,-0.7483999225238834,3.435114503816794,0.5453443748737629,1008.0
2022-03-12,S005,P0009,Toys,South,354,227,186,239.46,42.15,15,Snowy,1,45.46,Spring,270.0,208.0,394.0,146.71428571428572,184.56666666666666,0.9953244926435111,0.0,-0.7483999225238834,2.411209496934903,0.6410618469358937,1027.0
2022-03-13,S005,P0009,Clothing,North,276,42,162,44.56,34.73,10,Rainy,1,35.14,Autumn,227.0,7.0,177.0,151.71428571428572,180.06666666666666,1.0096550398328077,0.0,-0.7483999225238834,1.8180107273924908,0.1521187975371242,1062.0
2022-03-14,S005,P0009,Electronics,North,92,64,56,56.09,59.96,10,Cloudy,1,56.78,Spring,42.0,32.0,29.0,156.28571428571428,181.23333333333332,0.9953244926435111,0.0,-0.7483999225238834,0.5882890289577054,0.6948968512486429,1094.0
2022-03-15,S005,P0009,Furniture,East,313,95,61,102.48,29.91,10,Sunny,0,26.35,Spring,64.0,214.0,126.0,139.28571428571428,180.2,0.9953244926435111,0.0,-0.7483999225238834,2.2455672850261355,0.3034174385180453,975.0
2022-03-16,S005,P0009,Furniture,North,67,49,23,44.7,42.01,15,Sunny,0,37.91,Spring,95.0,179.0,235.0,120.71428571428571,174.0,0.9953244926435111,0.0,-0.7483999225238834,0.5545701785503134,0.730253353204173,845.0
2022-03-17,S005,P0009,Furniture,West,119,87,22,91.67,18.71,20,Rainy,1,18.44,Summer,49.0,98.0,98.0,119.14285714285714,173.63333333333333,0.9924041127832443,0.0,-0.7483999225238834,0.9979633401221997,0.7304785894206549,834.0
2022-03-18,S005,P0009,Clothing,South,287,42,22,50.58,27.62,5,Rainy,0,32.61,Winter,87.0,270.0,389.0,86.57142857142857,162.06666666666666,1.0026814243408946,0.0,-0.7483999225238834,3.3113565188725897,0.14629049111807732,606.0
2022-03-19,S005,P0009,Groceries,North,95,35,171,39.75,93.96,15,Cloudy,0,92.54,Spring,42.0,227.0,298.0,59.142857142857146,153.3,0.9953244926435111,0.0,-0.7483999225238834,1.603568844948155,0.3680336487907466,414.0
2022-03-20,S005,P0009,Clothing,South,486,452,62,447.22,57.6,20,Cloudy,0,57.55,Spring,35.0,42.0,390.0,117.71428571428571,155.36666666666667,0.9953244926435111,0.0,-0.7483999225238834,4.125136413241179,0.9298498251388603,824.0
2022-03-21,S005,P0009,Electronics,East,118,108,84,109.9,72.27,10,Rainy,0,77.11,Winter,452.0,64.0,248.0,124.0,150.7,1.0026814243408946,0.0,-0.7483999225238834,0.9508460918614021,0.9144792548687554,868.0
2022-03-22,S005,P0009,Furniture,East,266,217,99,216.75,44.86,5,Cloudy,0,44.54,Summer,108.0,95.0,208.0,141.42857142857142,151.0,0.9924041127832443,0.0,-0.7483999225238834,1.879479156152216,0.8154829011649755,989.9999999999999
2022-03-23,S005,P0009,Clothing,East,460,103,63,120.61,84.48,10,Cloudy,1,84.86,Winter,217.0,49.0,118.0,149.14285714285714,150.5,1.0026814243408946,0.0,-0.7483999225238834,3.082224562075237,0.22386437730928058,1044.0
2022-03-24,S005,P0009,Electronics,North,91,72,67,85.68,50.21,20,Rainy,0,51.31,Autumn,103.0,87.0,32.0,147.0,151.83333333333334,1.0096550398328077,0.0,-0.7483999225238834,0.6186267845003399,0.7903402854006587,1029.0
2022-03-25,S005,P0009,Furniture,South,399,299,138,292.7,15.03,0,Snowy,0,17.53,Summer,72.0,42.0,63.0,183.71428571428572,159.7,0.9924041127832443,0.0,-0.7483999225238834,2.1706691536488694,0.749185667752443,1286.0
